the_geom,OBJECTID,PARK,PARK_NO,FACILITY_N,FACILITY_T,X_COORD,Y_COORD,GISOBJID
POINT (-87.64811670479685 41.84136869532425),3639,MCGUANE (JOHN),2,BASKETBALL BACKBOARD,OUTDOOR,-87.6481167,41.8413687,5068
POINT (-87.64791918140007 41.84136989907669),3640,MCGUANE (JOHN),2,BASKETBALL BACKBOARD,OUTDOOR,-87.64791918,41.8413699,5069
POINT (-87.6807250353247 41.823351889312015),3641,MCKINLEY (WILLIAM),23,BASKETBALL BACKBOARD,OUTDOOR,-87.68072504,41.82335189,5070
POINT (-87.6809034491983 41.82334527957289),3642,MCKINLEY (WILLIAM),23,BASKETBALL BACKBOARD,OUTDOOR,-87.68090345,41.82334528,5071
POINT (-87.68099664907126 41.823450624981014),3643,MCKINLEY (WILLIAM),23,BASKETBALL BACKBOARD,OUTDOOR,-87.68099665,41.82345062,5072
POINT (-87.68090384863966 41.823556820025345),3644,MCKINLEY (WILLIAM),23,BASKETBALL BACKBOARD,OUTDOOR,-87.68090385,41.82355682,5073
POINT (-87.68074844058465 41.823555937205),3645,MCKINLEY (WILLIAM),23,BASKETBALL BACKBOARD,OUTDOOR,-87.68074844,41.82355594,5074
POINT (-87.68063478265539 41.82345809861547),3646,MCKINLEY (WILLIAM),23,BASKETBALL BACKBOARD,OUTDOOR,-87.68063478,41.8234581,5075
POINT (-87.62882362015452 41.7614716270842),3647,MEMORIAL,1048,BASKETBALL BACKBOARD,OUTDOOR,-87.62882362,41.76147163,5076
POINT (-87.62883364119503 41.76166859878323),3648,MEMORIAL,1048,BASKETBALL BACKBOARD,OUTDOOR,-87.62883364,41.7616686,5077
POINT (-87.6293637019975 41.761073822354234),3649,MEMORIAL,1048,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.6293637,41.76107382,5078
POINT (-87.57191125873747 41.71913896614317),3650,MERRILL (GEORGE),1126,BASKETBALL BACKBOARD,OUTDOOR,-87.57191126,41.71913897,5079
POINT (-87.57205274022822 41.719139903556666),3651,MERRILL (GEORGE),1126,BASKETBALL BACKBOARD,OUTDOOR,-87.57205274,41.7191399,5080
POINT (-87.5720499556077 41.71924112923331),3652,MERRILL (GEORGE),1126,BASKETBALL BACKBOARD,OUTDOOR,-87.57204996,41.71924113,5081
POINT (-87.57192432827907 41.71924387041445),3653,MERRILL (GEORGE),1126,BASKETBALL BACKBOARD,OUTDOOR,-87.57192433,41.71924387,5082
POINT (-87.62659456564705 41.81723035796834),3654,METCALFE (RALPH),448,BASKETBALL BACKBOARD,OUTDOOR,-87.62659457,41.81723036,5083
POINT (-87.62672892858158 41.81729026285219),3655,METCALFE (RALPH),448,BASKETBALL BACKBOARD,OUTDOOR,-87.62672893,41.81729026,5084
POINT (-87.62686467406044 41.8172243971817),3656,METCALFE (RALPH),448,BASKETBALL BACKBOARD,OUTDOOR,-87.62686467,41.8172244,5085
POINT (-87.62673797423841 41.81716263355439),3657,METCALFE (RALPH),448,BASKETBALL BACKBOARD,OUTDOOR,-87.62673797,41.81716263,5086
POINT (-87.62663729358876 41.81705148090313),3658,METCALFE (RALPH),448,BASKETBALL BACKBOARD,OUTDOOR,-87.62663729,41.81705148,5087
POINT (-87.62655680451843 41.81695760407201),3659,METCALFE (RALPH),448,BASKETBALL BACKBOARD,OUTDOOR,-87.6265568,41.8169576,5088
POINT (-87.62663945146967 41.816855202555),3660,METCALFE (RALPH),448,BASKETBALL BACKBOARD,OUTDOOR,-87.62663945,41.8168552,5089
POINT (-87.62673261537519 41.816954874522665),3661,METCALFE (RALPH),448,BASKETBALL BACKBOARD,OUTDOOR,-87.62673262,41.81695487,5090
POINT (-87.6276570270703 41.816754737270614),3662,METCALFE (RALPH),448,BASEBALL JR/SOFTBALL,OUTDOOR,-87.62765703,41.81675474,5091
POINT (-87.61547455708272 41.76469326749743),3663,MEYERING (WILLIAM),1049,BASKETBALL BACKBOARD,OUTDOOR,-87.61547456,41.76469327,5092
POINT (-87.6157291119298 41.76468685265826),3664,MEYERING (WILLIAM),1049,BASKETBALL BACKBOARD,OUTDOOR,-87.61572911,41.76468685,5093
POINT (-87.61622726386693 41.76431371156369),3665,MEYERING (WILLIAM),1049,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.61622726,41.76431371,5094
POINT (-87.67749563908376 41.797468059906095),3666,MICEK (FRANK),1028,BASKETBALL BACKBOARD,OUTDOOR,-87.67749564,41.79746806,5095
POINT (-87.67774449597304 41.79746278354944),3667,MICEK (FRANK),1028,BASKETBALL BACKBOARD,OUTDOOR,-87.6777445,41.79746278,5096
POINT (-87.71601388540081 41.863554702677675),3668,MILLARD (ALDEN),1127,BASKETBALL BACKBOARD,OUTDOOR,-87.71601389,41.8635547,5097
POINT (-87.71614644789813 41.86355541513784),3669,MILLARD (ALDEN),1127,BASKETBALL BACKBOARD,OUTDOOR,-87.71614645,41.86355542,5098
POINT (-87.76376020304477 41.785745995968185),3670,MINUTEMAN,307,BASKETBALL BACKBOARD,OUTDOOR,-87.7637602,41.785746,5099
POINT (-87.76377493598937 41.785879472302256),3671,MINUTEMAN,307,BASKETBALL BACKBOARD,OUTDOOR,-87.76377494,41.78587947,5100
POINT (-87.76390706409069 41.785875362592634),3672,MINUTEMAN,307,BASKETBALL BACKBOARD,OUTDOOR,-87.76390706,41.78587536,5101
POINT (-87.76391141689557 41.7857431720496),3673,MINUTEMAN,307,BASKETBALL BACKBOARD,OUTDOOR,-87.76391142,41.78574317,5102
POINT (-87.76403138184942 41.785674683058055),3674,MINUTEMAN,307,BASKETBALL BACKBOARD,OUTDOOR,-87.76403138,41.78567468,5103
POINT (-87.7640349855047 41.78580691303595),3675,MINUTEMAN,307,BASKETBALL BACKBOARD,OUTDOOR,-87.76403499,41.78580691,5104
POINT (-87.76416231792746 41.78580516161377),3676,MINUTEMAN,307,BASKETBALL BACKBOARD,OUTDOOR,-87.76416232,41.78580516,5105
POINT (-87.76415241009555 41.78566575426701),3677,MINUTEMAN,307,BASKETBALL BACKBOARD,OUTDOOR,-87.76415241,41.78566575,5106
POINT (-87.71836478664207 41.91408825885413),3678,MONTICELLO,1130,BASKETBALL BACKBOARD,OUTDOOR,-87.71836479,41.91408826,5107
POINT (-87.71837739714098 41.91431795550008),3679,MONTICELLO,1130,BASKETBALL BACKBOARD,OUTDOOR,-87.7183774,41.91431796,5108
POINT (-87.75191394748435 41.87814569819147),3680,MOORE (MAURICE),1050,BASKETBALL BACKBOARD,OUTDOOR,-87.75191395,41.8781457,5109
POINT (-87.75190556257402 41.87794555359277),3681,MOORE (MAURICE),1050,BASKETBALL BACKBOARD,OUTDOOR,-87.75190556,41.87794555,5110
POINT (-87.75233895074041 41.877995190526136),3682,MOORE (MAURICE),1050,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.75233895,41.87799519,5111
POINT (-87.65452650293078 41.7899209150959),3683,MORAN (TERRANCE),1051,BASKETBALL BACKBOARD,OUTDOOR,-87.6545265,41.78992092,5112
POINT (-87.6545307638928 41.79011080890674),3684,MORAN (TERRANCE),1051,BASKETBALL BACKBOARD,OUTDOOR,-87.65453076,41.79011081,5113
POINT (-87.64724110397934 41.68188345349818),3685,MORGAN (THOMAS LEEDS) FIELD,1132,BASKETBALL BACKBOARD,OUTDOOR,-87.6472411,41.68188345,5114
POINT (-87.64724149331086 41.68172718104655),3686,MORGAN (THOMAS LEEDS) FIELD,1132,BASKETBALL BACKBOARD,OUTDOOR,-87.64724149,41.68172718,5115
POINT (-87.64737503173924 41.681720354721946),3687,MORGAN (THOMAS LEEDS) FIELD,1132,BASKETBALL BACKBOARD,OUTDOOR,-87.64737503,41.68172035,5116
POINT (-87.64738093753635 41.681882383007164),3688,MORGAN (THOMAS LEEDS) FIELD,1132,BASKETBALL BACKBOARD,OUTDOOR,-87.64738094,41.68188238,5117
POINT (-87.64736402530191 41.68144013843166),3689,MORGAN (THOMAS LEEDS) FIELD,1132,BASKETBALL BACKBOARD,OUTDOOR,-87.64736403,41.68144014,5118
POINT (-87.64736975902672 41.68161836428194),3690,MORGAN (THOMAS LEEDS) FIELD,1132,BASKETBALL BACKBOARD,OUTDOOR,-87.64736976,41.68161836,5119
POINT (-87.72382181538362 41.917592977791436),3691,MOZART (AMADEUS),128,BASKETBALL BACKBOARD,OUTDOOR,-87.72382182,41.91759298,5120
POINT (-87.72393375852128 41.917791959273956),3692,MOZART (AMADEUS),128,BASKETBALL BACKBOARD,OUTDOOR,-87.72393376,41.91779196,5121
POINT (-87.72395555628289 41.9178275013927),3693,MOZART (AMADEUS),128,BASKETBALL BACKBOARD,OUTDOOR,-87.72395556,41.9178275,5122
POINT (-87.72407375761551 41.91803360069059),3694,MOZART (AMADEUS),128,BASKETBALL BACKBOARD,OUTDOOR,-87.72407376,41.9180336,5123
POINT (-87.66807980900396 41.760861668185846),3695,MURRAY (DAVID),1053,BASKETBALL BACKBOARD,OUTDOOR,-87.66807981,41.76086167,5124
POINT (-87.66781082749024 41.76085815481805),3696,MURRAY (DAVID),1053,BASKETBALL BACKBOARD,OUTDOOR,-87.66781083,41.76085815,5125
POINT (-87.78830838672405 41.797886419736145),3697,NORMANDY,1054,BASKETBALL BACKBOARD,OUTDOOR,-87.78830839,41.79788642,5126
POINT (-87.78831774083724 41.79806729795202),3698,NORMANDY,1054,BASKETBALL BACKBOARD,OUTDOOR,-87.78831774,41.7980673,5127
POINT (-87.79273514750543 41.98551359114044),3699,NORWOOD,141,BASKETBALL BACKBOARD,OUTDOOR,-87.79273515,41.98551359,5128
POINT (-87.79277005224468 41.98561475688949),3700,NORWOOD,141,BASKETBALL BACKBOARD,OUTDOOR,-87.79277005,41.98561476,5129
POINT (-87.79292763944744 41.985584797681156),3701,NORWOOD,141,BASKETBALL BACKBOARD,OUTDOOR,-87.79292764,41.9855848,5130
POINT (-87.6495309324105 41.72006039939192),3702,OAKDALE,235,BASKETBALL BACKBOARD,OUTDOOR,-87.64953093,41.7200604,5131
POINT (-87.64960941838973 41.71984744915445),3703,OAKDALE,235,BASKETBALL BACKBOARD,OUTDOOR,-87.64960942,41.71984745,5132
POINT (-87.65825189838603 41.777311685183186),3704,OGDEN (WILLIAM),8,BASKETBALL BACKBOARD,OUTDOOR,-87.6582519,41.77731169,5133
POINT (-87.65825557239961 41.77750752359217),3705,OGDEN (WILLIAM),8,BASKETBALL BACKBOARD,OUTDOOR,-87.65825557,41.77750752,5134
POINT (-87.65799586760482 41.77750885586802),3706,OGDEN (WILLIAM),8,BASKETBALL BACKBOARD,OUTDOOR,-87.65799587,41.77750886,5135
POINT (-87.65799025442273 41.77731586468584),3707,OGDEN (WILLIAM),8,BASKETBALL BACKBOARD,OUTDOOR,-87.65799025,41.77731586,5136
POINT (-87.65581595337746 41.77476659199588),3708,OGDEN (WILLIAM),8,BASKETBALL BACKBOARD,OUTDOOR,-87.65581595,41.77476659,5137
POINT (-87.65582633510734 41.77498962668877),3709,OGDEN (WILLIAM),8,BASKETBALL BACKBOARD,OUTDOOR,-87.65582634,41.77498963,5138
POINT (-87.65582769796006 41.775102074935376),3710,OGDEN (WILLIAM),8,BASKETBALL BACKBOARD,OUTDOOR,-87.6558277,41.77510207,5139
POINT (-87.65584062591421 41.775325124629894),3711,OGDEN (WILLIAM),8,BASKETBALL BACKBOARD,OUTDOOR,-87.65584063,41.77532512,5140
POINT (-87.65582242732286 41.77487716433222),3712,OGDEN (WILLIAM),8,BASKETBALL COURT,OUTDOOR,-87.65582243,41.77487716,5141
POINT (-87.65583164587 41.775210726312096),3713,OGDEN (WILLIAM),8,BASKETBALL COURT,OUTDOOR,-87.65583165,41.77521073,5142
POINT (-87.66854196712235 41.74187500995557),3714,O'HALLAREN (BERNARD),1012,BASKETBALL BACKBOARD,OUTDOOR,-87.66854197,41.74187501,5143
POINT (-87.66869681610903 41.741870635955415),3715,O'HALLAREN (BERNARD),1012,BASKETBALL BACKBOARD,OUTDOOR,-87.66869682,41.74187064,5144
POINT (-87.66870170542899 41.742078829873456),3716,O'HALLAREN (BERNARD),1012,BASKETBALL BACKBOARD,OUTDOOR,-87.66870171,41.74207883,5145
POINT (-87.66854691029555 41.74207793436864),3717,O'HALLAREN (BERNARD),1012,BASKETBALL BACKBOARD,OUTDOOR,-87.66854691,41.74207793,5146
POINT (-87.74451477513139 41.891537320815225),3718,OHIO,1139,BASKETBALL BACKBOARD,OUTDOOR,-87.74451478,41.89153732,5147
POINT (-87.74451886501868 41.891766898983725),3719,OHIO,1139,BASKETBALL BACKBOARD,OUTDOOR,-87.74451887,41.8917669,5148
POINT (-87.72455417098553 41.891903546170866),3720,OHIO & HARDING,1138,BASKETBALL BACKBOARD,OUTDOOR,-87.72455417,41.89190355,5149
POINT (-87.72426043266087 41.8919048534866),3721,OHIO & HARDING,1138,BASKETBALL BACKBOARD,OUTDOOR,-87.72426043,41.89190485,5150
POINT (-87.8160945453478 41.99949139295047),3722,OLYMPIA,60,BASKETBALL BACKBOARD,OUTDOOR,-87.81609455,41.99949139,5151
POINT (-87.8161057369018 41.99937138501271),3723,OLYMPIA,60,BASKETBALL BACKBOARD,OUTDOOR,-87.81610574,41.99937139,5152
POINT (-87.81625677405961 41.99933395108261),3724,OLYMPIA,60,BASKETBALL BACKBOARD,OUTDOOR,-87.81625677,41.99933395,5153
POINT (-87.8162557866978 41.999455910989376),3725,OLYMPIA,60,BASKETBALL BACKBOARD,OUTDOOR,-87.81625579,41.99945591,5154
POINT (-87.81468576834979 41.97906895148044),3726,ORIOLE,59,BASKETBALL BACKBOARD,OUTDOOR,-87.81468577,41.97906895,5155
POINT (-87.81491122443006 41.97898230755295),3727,ORIOLE,59,BASKETBALL BACKBOARD,OUTDOOR,-87.81491122,41.97898231,5156
POINT (-87.8149198163638 41.97918244432897),3728,ORIOLE,59,BASKETBALL BACKBOARD,OUTDOOR,-87.81491982,41.97918244,5157
POINT (-87.57544059210176 41.73686955176312),3729,OWENS (JESSE),237,BASKETBALL BACKBOARD,OUTDOOR,-87.57544059,41.73686955,5158
POINT (-87.57543838403453 41.736651565126664),3730,OWENS (JESSE),237,BASKETBALL BACKBOARD,OUTDOOR,-87.57543838,41.73665157,5159
POINT (-87.64728825936795 41.921697967587974),3731,OZ,423,BASKETBALL BACKBOARD,OUTDOOR,-87.64728826,41.92169797,5160
POINT (-87.6471794490848 41.92158297495734),3732,OZ,423,BASKETBALL BACKBOARD,OUTDOOR,-87.64717945,41.92158297,5161
POINT (-87.64727312890244 41.92147276479854),3733,OZ,423,BASKETBALL BACKBOARD,OUTDOOR,-87.64727313,41.92147276,5162
POINT (-87.64737403007273 41.92158175528199),3734,OZ,423,BASKETBALL BACKBOARD,OUTDOOR,-87.64737403,41.92158176,5163
POINT (-87.61474867502801 41.69194901649371),3735,PALMER (POTTER),13,BASKETBALL BACKBOARD,OUTDOOR,-87.61474868,41.69194902,5164
POINT (-87.61443870979643 41.69195660652823),3736,PALMER (POTTER),13,BASKETBALL BACKBOARD,OUTDOOR,-87.61443871,41.69195661,5165
POINT (-87.61423994370594 41.69225314205682),3737,PALMER (POTTER),13,BASKETBALL BACKBOARD,OUTDOOR,-87.61423994,41.69225314,5166
POINT (-87.61425635898217 41.69249146802612),3738,PALMER (POTTER),13,BASKETBALL BACKBOARD,OUTDOOR,-87.61425636,41.69249147,5167
POINT (-87.72315332004364 41.87108925870934),3739,PARK NO. 500,500,BASKETBALL BACKBOARD,OUTDOOR,-87.72315332,41.87108926,5168
POINT (-87.72345549333244 41.87108459108844),3740,PARK NO. 500,500,BASKETBALL BACKBOARD,OUTDOOR,-87.72345549,41.87108459,5169
POINT (-87.67999212252911 42.00916995957692),3741,PASCHEN (CHRISTIAN),1057,BASKETBALL BACKBOARD,OUTDOOR,-87.67999212,42.00916996,5170
POINT (-87.67999044064132 42.00906062848256),3742,PASCHEN (CHRISTIAN),1057,BASKETBALL BACKBOARD,OUTDOOR,-87.67999044,42.00906063,5171
POINT (-87.7218176928698 41.98832789285204),3743,PETERSON (PEHR SAMUEL),452,BASKETBALL BACKBOARD,OUTDOOR,-87.72181769,41.98832789,5172
POINT (-87.72191440867957 41.98843131520352),3744,PETERSON (PEHR SAMUEL),452,BASKETBALL BACKBOARD,OUTDOOR,-87.72191441,41.98843132,5173
POINT (-87.72182527485636 41.98853660614924),3745,PETERSON (PEHR SAMUEL),452,BASKETBALL BACKBOARD,OUTDOOR,-87.72182527,41.98853661,5174
POINT (-87.721726589228 41.988438890295754),3746,PETERSON (PEHR SAMUEL),452,BASKETBALL BACKBOARD,OUTDOOR,-87.72172659,41.98843889,5175
POINT (-87.53815074457783 41.71989404143917),3747,PIETROWSKI (SYLVESTER),1058,BASKETBALL BACKBOARD,OUTDOOR,-87.53815074,41.71989404,5176
POINT (-87.53816064273559 41.72009499802368),3748,PIETROWSKI (SYLVESTER),1058,BASKETBALL BACKBOARD,OUTDOOR,-87.53816064,41.720095,5177
POINT (-87.79737386539578 41.998524438544614),3749,PLEASANT POINT,140,BASKETBALL BACKBOARD,OUTDOOR,-87.79737387,41.99852444,5178
POINT (-87.7974621873618 41.99862203196492),3750,PLEASANT POINT,140,BASKETBALL BACKBOARD,OUTDOOR,-87.79746219,41.99862203,5179
POINT (-87.79754532621159 41.99852012420885),3751,PLEASANT POINT,140,BASKETBALL BACKBOARD,OUTDOOR,-87.79754533,41.99852012,5180
POINT (-87.79745014765578 41.998422497942315),3752,PLEASANT POINT,140,BASKETBALL BACKBOARD,OUTDOOR,-87.79745015,41.9984225,5181
POINT (-87.67741193325266 42.01543135952551),3753,POTTAWATTOMIE,166,BASKETBALL BACKBOARD,OUTDOOR,-87.67741193,42.01543136,5182
POINT (-87.67751613995658 42.01554867878499),3754,POTTAWATTOMIE,166,BASKETBALL BACKBOARD,OUTDOOR,-87.67751614,42.01554868,5183
POINT (-87.67763653224438 42.01548981399311),3755,POTTAWATTOMIE,166,BASKETBALL BACKBOARD,OUTDOOR,-87.67763653,42.01548981,5184
POINT (-87.6775339592795 42.01536893170455),3756,POTTAWATTOMIE,166,BASKETBALL BACKBOARD,OUTDOOR,-87.67753396,42.01536893,5185
POINT (-87.5543877680462 41.760198638582416),3757,RAINBOW BEACH,1001,BASKETBALL BACKBOARD,OUTDOOR,-87.55438777,41.76019864,5186
POINT (-87.55437012851435 41.76008459589086),3758,RAINBOW BEACH,1001,BASKETBALL BACKBOARD,OUTDOOR,-87.55437013,41.7600846,5187
POINT (-87.554524259387 41.76011768181563),3759,RAINBOW BEACH,1001,BASKETBALL BACKBOARD,OUTDOOR,-87.55452426,41.76011768,5188
POINT (-87.55453232601924 41.76023699961087),3760,RAINBOW BEACH,1001,BASKETBALL BACKBOARD,OUTDOOR,-87.55453233,41.760237,5189
POINT (-87.55120872935045 41.75753352080661),3761,RAINBOW BEACH,1001,BASKETBALL BACKBOARD,OUTDOOR,-87.55120873,41.75753352,5190
POINT (-87.55139456250271 41.757702996809876),3762,RAINBOW BEACH,1001,BASKETBALL BACKBOARD,OUTDOOR,-87.55139456,41.757703,5191
POINT (-87.5516023190771 41.757580545708734),3763,RAINBOW BEACH,1001,BASKETBALL BACKBOARD,OUTDOOR,-87.55160232,41.75758055,5192
POINT (-87.55141028549404 41.75741714486833),3764,RAINBOW BEACH,1001,BASKETBALL BACKBOARD,OUTDOOR,-87.55141029,41.75741714,5193
POINT (-87.55160575205706 41.75729766862452),3765,RAINBOW BEACH,1001,BASKETBALL BACKBOARD,OUTDOOR,-87.55160575,41.75729767,5194
POINT (-87.55179353321438 41.75747480398078),3766,RAINBOW BEACH,1001,BASKETBALL BACKBOARD,OUTDOOR,-87.55179353,41.7574748,5195
POINT (-87.64774874204902 41.856480001163),3767,REYES (GUADALUPE),352,BASKETBALL BACKBOARD,OUTDOOR,-87.64774874,41.85648,5196
POINT (-87.64788882342883 41.85640489592767),3768,REYES (GUADALUPE),352,BASKETBALL BACKBOARD,OUTDOOR,-87.64788882,41.8564049,5197
POINT (-87.64804310807926 41.856470797179185),3769,REYES (GUADALUPE),352,BASKETBALL BACKBOARD,OUTDOOR,-87.64804311,41.8564708,5198
POINT (-87.64789253800205 41.85654740660361),3770,REYES (GUADALUPE),352,BASKETBALL BACKBOARD,OUTDOOR,-87.64789254,41.85654741,5199
POINT (-87.70455793588941 41.972647640659304),3771,RIVER,186,BASKETBALL BACKBOARD,OUTDOOR,-87.70455794,41.97264764,5200
POINT (-87.704560068372 41.97262549888066),3772,RIVER,186,BASKETBALL BACKBOARD,OUTDOOR,-87.70456007,41.9726255,5201
POINT (-87.63408728181572 41.7262987609999),3773,ROBICHAUX (JOSEPH),320,BASKETBALL BACKBOARD,OUTDOOR,-87.63408728,41.72629876,5202
POINT (-87.63409051048583 41.72647030004216),3774,ROBICHAUX (JOSEPH),320,BASKETBALL BACKBOARD,OUTDOOR,-87.63409051,41.7264703,5203
POINT (-87.63409766662777 41.726514176922954),3775,ROBICHAUX (JOSEPH),320,BASKETBALL BACKBOARD,OUTDOOR,-87.63409767,41.72651418,5204
POINT (-87.63409568292253 41.7266971188657),3776,ROBICHAUX (JOSEPH),320,BASKETBALL BACKBOARD,OUTDOOR,-87.63409568,41.72669712,5205
POINT (-87.63399744336961 41.72637253933917),3777,ROBICHAUX (JOSEPH),320,BASKETBALL BACKBOARD,OUTDOOR,-87.63399744,41.72637254,5206
POINT (-87.6341779700487 41.72638126128867),3778,ROBICHAUX (JOSEPH),320,BASKETBALL BACKBOARD,OUTDOOR,-87.63417797,41.72638126,5207
POINT (-87.63418324610193 41.726598551287545),3779,ROBICHAUX (JOSEPH),320,BASKETBALL BACKBOARD,OUTDOOR,-87.63418325,41.72659855,5208
POINT (-87.63400009193701 41.726597436738594),3780,ROBICHAUX (JOSEPH),320,BASKETBALL BACKBOARD,OUTDOOR,-87.63400009,41.72659744,5209
POINT (-87.64875080676389 41.701385533922156),3781,ROBINSON (JACKIE),236,BASKETBALL BACKBOARD,OUTDOOR,-87.64875081,41.70138553,5210
POINT (-87.64890109325029 41.70145194081069),3782,ROBINSON (JACKIE),236,BASKETBALL BACKBOARD,OUTDOOR,-87.64890109,41.70145194,5211
POINT (-87.64861496113086 41.701456191338515),3783,ROBINSON (JACKIE),236,BASKETBALL BACKBOARD,OUTDOOR,-87.64861496,41.70145619,5212
POINT (-87.6487461625993 41.7015236759002),3784,ROBINSON (JACKIE),236,BASKETBALL BACKBOARD,OUTDOOR,-87.64874616,41.70152368,5213
POINT (-87.78589999477612 41.989044710829845),3785,ROSEDALE,91,BASKETBALL BACKBOARD,OUTDOOR,-87.78589999,41.98904471,5214
POINT (-87.78576646544002 41.98897737510996),3786,ROSEDALE,91,BASKETBALL BACKBOARD,OUTDOOR,-87.78576647,41.98897738,5215
POINT (-87.78553004616789 41.98936572293577),3787,ROSEDALE,91,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.78553005,41.98936572,5216
POINT (-87.78601491399287 41.98923463703306),3788,ROSEDALE,91,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.78601491,41.98923464,5217
POINT (-87.57741971126693 41.75755685393923),3789,ROSENBLUM (J. LESLIE),231,BASKETBALL BACKBOARD,OUTDOOR,-87.57741971,41.75743269,5218
POINT (-87.57742556695923 41.757735577541055),3790,ROSENBLUM (J. LESLIE),231,BASKETBALL BACKBOARD,OUTDOOR,-87.57742557,41.75761973,5219
POINT (-87.57742659671 41.75810882326123),3791,ROSENBLUM (J. LESLIE),231,BASKETBALL BACKBOARD,OUTDOOR,-87.5774266,41.757425,5220
POINT (-87.57743209919376 41.75787530117525),3792,ROSENBLUM (J. LESLIE),231,BASKETBALL BACKBOARD,OUTDOOR,-87.5774321,41.75761912,5221
POINT (-87.58055817909725 41.75855511133329),3795,ROSENBLUM (J. LESLIE),231,TENNIS COURT,OUTDOOR,-87.58055818,41.75731028,5224
POINT (-87.5807581798209 41.75855155784048),3796,ROSENBLUM (J. LESLIE),231,TENNIS COURT,OUTDOOR,-87.58075818,41.75726383,5225
POINT (-87.57935059770033 41.75732550499698),3797,ROSENBLUM (J. LESLIE),231,BASEBALL SR,OUTDOOR,-87.5793506,41.75724478,5226
POINT (-87.5495844827353 41.74315353322469),3799,RUSSELL (MARTIN) SQUARE,6,BASKETBALL BACKBOARD,OUTDOOR,-87.54958448,41.74315353,5228
POINT (-87.54971613222985 41.74320874536493),3800,RUSSELL (MARTIN) SQUARE,6,BASKETBALL BACKBOARD,OUTDOOR,-87.54971613,41.74320875,5229
POINT (-87.5495868741329 41.74327075385918),3801,RUSSELL (MARTIN) SQUARE,6,BASKETBALL BACKBOARD,OUTDOOR,-87.54958687,41.74327075,5230
POINT (-87.54944127630768 41.74321163428655),3802,RUSSELL (MARTIN) SQUARE,6,BASKETBALL BACKBOARD,OUTDOOR,-87.54944128,41.74321163,5231
POINT (-87.70338152272993 41.945736363947006),3803,SACRAMENTO,1147,BASKETBALL BACKBOARD,OUTDOOR,-87.70338152,41.94573636,5232
POINT (-87.70309506788286 41.9457369967942),3804,SACRAMENTO,1147,BASKETBALL BACKBOARD,OUTDOOR,-87.70309507,41.945737,5233
POINT (-87.71351749058583 41.887871235950065),3813,SAINT LOUIS,1149,BASKETBALL BACKBOARD,OUTDOOR,-87.71351749,41.88787124,5242
POINT (-87.71323546375295 41.88787793892728),3814,SAINT LOUIS,1149,BASKETBALL BACKBOARD,OUTDOOR,-87.71323546,41.88787794,5243
POINT (-87.7372085611555 41.988224605295315),3815,SAUGANASH,195,BASKETBALL BACKBOARD,OUTDOOR,-87.73720856,41.98822461,5244
POINT (-87.73721474825969 41.98838281023459),3816,SAUGANASH,195,BASKETBALL BACKBOARD,OUTDOOR,-87.73721475,41.98838281,5245
POINT (-87.66883658351942 41.99863780167635),3817,SCHREIBER,1061,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.66883658,41.9986378,5246
POINT (-87.6699719926641 41.99899824413679),3818,SCHREIBER,1061,BASKETBALL BACKBOARD,OUTDOOR,-87.66997199,41.99899824,5247
POINT (-87.67027596050553 41.99899788096668),3819,SCHREIBER,1061,BASKETBALL BACKBOARD,OUTDOOR,-87.67027596,41.99899788,5248
POINT (-87.71297516112021 41.7918270220012),3820,"SENKA (EDWARD ""DUKE"")",309,BASKETBALL BACKBOARD,OUTDOOR,-87.71297516,41.79182702,5249
POINT (-87.71282909591585 41.79192152049166),3821,"SENKA (EDWARD ""DUKE"")",309,BASKETBALL BACKBOARD,OUTDOOR,-87.7128291,41.79192152,5250
POINT (-87.7130171650119 41.791960651829704),3822,"SENKA (EDWARD ""DUKE"")",309,BASKETBALL BACKBOARD,OUTDOOR,-87.71301717,41.79196065,5251
POINT (-87.71282969455939 41.79212353383911),3823,"SENKA (EDWARD ""DUKE"")",309,BASKETBALL BACKBOARD,OUTDOOR,-87.71282969,41.79212353,5252
POINT (-87.71298412727647 41.792217750077405),3824,"SENKA (EDWARD ""DUKE"")",309,BASKETBALL BACKBOARD,OUTDOOR,-87.71298413,41.79221775,5253
POINT (-87.71302119181087 41.792071207545725),3825,"SENKA (EDWARD ""DUKE"")",309,BASKETBALL BACKBOARD,OUTDOOR,-87.71302119,41.79207121,5254
POINT (-87.66763955836261 41.98853327400866),3826,SENN (NICHOLAS),227,BASKETBALL BACKBOARD,OUTDOOR,-87.66763956,41.98853327,5255
POINT (-87.66759580584011 41.988748602034484),3827,SENN (NICHOLAS),227,BASKETBALL BACKBOARD,OUTDOOR,-87.66759581,41.9887486,5256
POINT (-87.66787592033653 41.98867876293789),3828,SENN (NICHOLAS),227,BASKETBALL BACKBOARD,OUTDOOR,-87.66787592,41.98867876,5257
POINT (-87.66806433323315 41.988676281611234),3829,SENN (NICHOLAS),227,BASKETBALL BACKBOARD,OUTDOOR,-87.66806433,41.98867628,5258
