PARK,X_COORD,Y_COORD
BROOKS (OSCAR),-87.8102549,42.00945093
BROOKS (OSCAR),-87.81021997,42.0100623
BROOKS (OSCAR),-87.81037558,42.01006301
BROWN (SIDNEY) MEML.,-87.60811513,41.74003329
BROWN (SIDNEY) MEML.,-87.60866456,41.73957402
BROWN (SIDNEY) MEML.,-87.60821669,41.7388514
BROWN (SIDNEY) MEML.,-87.60889005,41.74001614
BROWN (SIDNEY) MEML.,-87.60887155,41.73991687
BROWN (SIDNEY) MEML.,-87.60771766,41.7378824
BROWN (SIDNEY) MEML.,-87.60754112,41.73788495
BRYNFORD,-87.72886855,41.98399954
BUCKTHORN,-87.6178434,41.81519307
BUCKTHORN,-87.61804127,41.81520295
BUENA CIRCLE,-87.65662236,41.9584065
BURNHAM (DANIEL),-87.60585079,41.83251429
BURNHAM (DANIEL),-87.59512929,41.81872777
BURNHAM (DANIEL),-87.59494548,41.81851219
BURNHAM (DANIEL),-87.5896341,41.80939467
BURNHAM (DANIEL),-87.58188412,41.79822063
BURNHAM (DANIEL),-87.60620723,41.83911376
BURNHAM (DANIEL),-87.59532975,41.82040671
BURNHAM (DANIEL),-87.58853306,41.80878902
BURNHAM (DANIEL),-87.61473674,41.86464385
BURNHAM (DANIEL),-87.60672264,41.83786323
BURNHAM (DANIEL),-87.59436825,41.81699163
BURNHAM (DANIEL),-87.58950019,41.8098226
BURNHAM (DANIEL),-87.580279,41.79684691
BURNHAM (DANIEL),-87.60727201,41.83526517
BURNHAM (DANIEL),-87.58802531,41.80726887
BURNSIDE (AMBROSE),-87.59787431,41.72432383
BURNSIDE (AMBROSE),-87.59901868,41.7240687
BURNSIDE (AMBROSE),-87.59820138,41.72482676
BURNSIDE (AMBROSE),-87.59766451,41.72480145
BURNSIDE (AMBROSE),-87.59762352,41.72455624
BUTTERCUP,-87.65446993,41.97194517
BUTTERNUT,-87.59712203,41.79860996
CALIFORNIA,-87.69778461,41.95284848
CALIFORNIA,-87.69771537,41.95009016
CALIFORNIA,-87.6977097,41.94991255
CALIFORNIA,-87.69700499,41.95187507
CALIFORNIA,-87.6964322,41.95279105
CALIFORNIA,-87.69772065,41.9503066
CALIFORNIA,-87.69792185,41.95025777
CALIFORNIA,-87.69732251,41.949977
CALIFORNIA,-87.69749353,41.94997239
CALIFORNIA,-87.69750509,41.95030541
CALIFORNIA,-87.69732669,41.95030442
CALUMET,-87.53120683,41.71679948
CALUMET,-87.52852703,41.7151457
CALUMET,-87.52486664,41.71818934
CALUMET,-87.53017155,41.71483891
CALUMET,-87.53070909,41.7209149
CALUMET,-87.52908465,41.72076373
CALUMET,-87.5291394,41.71209519
CALUMET,-87.53069455,41.71779879
CALUMET,-87.53096311,41.71764087
CALUMET,-87.53109096,41.71629875
CALUMET,-87.52842443,41.71237959
CALUMET,-87.53026462,41.71233253
CALUMET,-87.52918447,41.71282155
CALUMET,-87.52723587,41.72042393
CALUMET,-87.52810697,41.72160154
CALUMET,-87.52939026,41.72195984
CALUMET,-87.53056711,41.72195144
CALUMET,-87.53165178,41.72042868
CALUMET,-87.53188275,41.72149487
CALUMET,-87.53005029,41.71578136
CALUMET,-87.52882655,41.71128652
CALUMET,-87.52854228,41.71874354
CALUMET,-87.530577,41.71937323
CALUMET,-87.53072123,41.71657697
CALUMET,-87.52987652,41.71623708
CALUMET,-87.52953302,41.71623255
CALUMET,-87.52954016,41.71657084
CALUMET,-87.5297048,41.71657412
CALUMET,-87.52987233,41.71657317
CALUMET,-87.5303806,41.71657034
CALUMET,-87.53055378,41.71657155
CALUMET,-87.53021599,41.71656493
CALUMET,-87.53003994,41.71656583
CALUMET,-87.52971182,41.71623805
CALUMET,-87.53005251,41.71624043
CALUMET,-87.5302172,41.71623946
CALUMET,-87.53039611,41.71623645
CALUMET,-87.53054942,41.71623753
CALUMET,-87.53072541,41.71624088
CALUMET,-87.53104334,41.71494926
CARMEN,-87.66095357,41.97490373
CARPENTER (PHILO),-87.65054299,41.78167786
CARVER (GEORGE WASHINGTON),-87.60034292,41.65484955
CARVER (GEORGE WASHINGTON),-87.60008489,41.65506035
CARVER (GEORGE WASHINGTON),-87.59945694,41.65315612
CARVER (GEORGE WASHINGTON),-87.59945761,41.65498529
CARVER (GEORGE WASHINGTON),-87.59951366,41.65488778
CARVER (GEORGE WASHINGTON),-87.59959043,41.6547801
CARVER (GEORGE WASHINGTON),-87.59834095,41.65227185
CARVER (GEORGE WASHINGTON),-87.59978579,41.65341068
CARVER (GEORGE WASHINGTON),-87.60000578,41.65533447
CARVER (GEORGE WASHINGTON),-87.59713932,41.65344039
CARVER (GEORGE WASHINGTON),-87.60018111,41.65444747
CARVER (GEORGE WASHINGTON),-87.59972993,41.65224445
CARVER (GEORGE WASHINGTON),-87.59833501,41.65340141
CATALPA,-87.7279433,41.81426122
CATALPA,-87.7277045,41.81431311
CEDAR,-87.65732881,41.97866238
CEDAR,-87.65763813,41.97875458
CENTRAL,-87.71589865,41.89440104
CHALLENGER,-87.65707936,41.95839367
CHASE (SALMON),-87.66787704,41.96754747
CHASE (SALMON),-87.66884995,41.96783372
CHASE (SALMON),-87.66885966,41.96773645
CHASE (SALMON),-87.66761233,41.96734651
CHASE (SALMON),-87.66840654,41.96771663
CHASE (SALMON),-87.66901632,41.96816073
CHASE (SALMON),-87.66895123,41.96727105
CHASE (SALMON),-87.66811959,41.96818654
CHASE (SALMON),-87.66829671,41.96818594
CHASE (SALMON),-87.6684717,41.96817879
CHASE (SALMON),-87.66865102,41.96817657
CHASE (SALMON),-87.66849093,41.96717048
CHESTNUT,-87.58887796,41.76754581
CHESTNUT,-87.58914327,41.76763004
CHICAGO WOMEN'S PARK AND GARDENS,-87.62171934,41.85722832
CHIPPEWA,-87.70546808,42.00452103
CHIPPEWA,-87.70547371,42.00442344
CHIPPEWA,-87.70517861,42.00448458
CHIPPEWA,-87.70530627,42.00410002
CHOPIN (FREDERIC),-87.76356224,41.94378148
CHOPIN (FREDERIC),-87.76327275,41.94313348
CHOPIN (FREDERIC),-87.76286604,41.94385767
CHOPIN (FREDERIC),-87.7629886,41.94275759
CHOPIN (FREDERIC),-87.76288812,41.94344868
CHOPIN (FREDERIC),-87.76365324,41.94339715
CHOPIN (FREDERIC),-87.7624122,41.94279999
CHOPIN (FREDERIC),-87.76313137,41.94374665
CHOPIN (FREDERIC),-87.76228923,41.94261327
CHOPIN (FREDERIC),-87.76356836,41.9427152
CHOPIN (FREDERIC),-87.76263608,41.94375928
CHOPIN (FREDERIC),-87.76231938,41.94376525
CHOPIN (FREDERIC),-87.76215767,41.94376696
CHOPIN (FREDERIC),-87.76247439,41.94375847
CHRISTIANA,-87.708613,41.85981275
CHRISTIANA,-87.70882584,41.85980419
CHURCHILL FIELD,-87.67658974,41.91425475
CHURCHILL FIELD,-87.67702701,41.91432888
CLAREMONT,-87.68500849,41.87326844
CLARENDON COMM. CTR.,-87.64954184,41.96270835
CLARENDON COMM. CTR.,-87.64921736,41.96370891
CLARENDON COMM. CTR.,-87.64941717,41.96372102
CLARENDON COMM. CTR.,-87.64970173,41.96407335
CLARENDON COMM. CTR.,-87.6488092,41.96277216
CLARENDON COMM. CTR.,-87.64803676,41.96277708
CLARENDON COMM. CTR.,-87.64846146,41.96365147
CLARENDON COMM. CTR.,-87.64922424,41.96294696
CLARENDON COMM. CTR.,-87.64942387,41.96319508
CLARENDON COMM. CTR.,-87.64921595,41.9641324
CLARENDON COMM. CTR.,-87.64901079,41.96217595
CLARENDON COMM. CTR.,-87.64920355,41.9621771
CLARK (JOHN),-87.74056111,41.87622096
CLARK (JOHN),-87.74093865,41.87647179
CLARK (JOHN),-87.74119254,41.8762196
CLARK (JOHN),-87.74160838,41.87617871
CLARK (JOHN),-87.74062075,41.87666704
CLARK (RICHARD),-87.69507628,41.94322011
CLARK (RICHARD),-87.69354553,41.94522012
CLARK (RICHARD),-87.69472143,41.9451147
CLARK (RICHARD),-87.69378823,41.94195115
CLOVER,-87.66372881,41.92219808
CLOVER,-87.6635072,41.9221544
CLYBOURN (ARCHIBALD),-87.65212342,41.91310208
CLYBOURN (ARCHIBALD),-87.65237708,41.91329282
COCHRAN (JOHN),-87.66173788,41.98339412
COLE (NAT KING),-87.61509811,41.73982534
COLE (NAT KING),-87.61544055,41.73966034
COLE (NAT KING),-87.61510533,41.73970443
COLE (NAT KING),-87.61573102,41.73862416
COLE (NAT KING),-87.61511713,41.73943621
COLE (NAT KING),-87.61595982,41.73969877
COLE (NAT KING),-87.61576532,41.73976353
COLEMAN (BESSIE),-87.60343329,41.79640401
COLEMAN (BESSIE),-87.60361582,41.79641017
COLISEUM,-87.62644148,41.86203012
COLUMBIA BEACH,-87.65723976,42.00448795
COLUMBUS (CHRISTOPHER),-87.7652409,41.87732349
COLUMBUS (CHRISTOPHER),-87.76539923,41.87731972
COLUMBUS (CHRISTOPHER),-87.7655697,41.87732056
COLUMBUS (CHRISTOPHER),-87.76769424,41.8764946
COLUMBUS (CHRISTOPHER),-87.76655327,41.87198183
COLUMBUS (CHRISTOPHER),-87.76706443,41.87300881
COLUMBUS (CHRISTOPHER),-87.77371553,41.87203833
COLUMBUS (CHRISTOPHER),-87.76520592,41.87398411
COLUMBUS (CHRISTOPHER),-87.76529769,41.8747747
COLUMBUS (CHRISTOPHER),-87.76971532,41.87633645
COLUMBUS (CHRISTOPHER),-87.7649785,41.87383338
COLUMBUS (CHRISTOPHER),-87.77401397,41.87221066
COLUMBUS (CHRISTOPHER),-87.76556066,41.87195002
COLUMBUS (CHRISTOPHER),-87.76546818,41.87365714
COLUMBUS (CHRISTOPHER),-87.76569464,41.87489819
COLUMBUS (CHRISTOPHER),-87.76516125,41.8732552
COLUMBUS (CHRISTOPHER),-87.76702972,41.87161424
COLUMBUS (CHRISTOPHER),-87.766229,41.87294626
COLUMBUS (CHRISTOPHER),-87.77342168,41.87726272
COLUMBUS (CHRISTOPHER),-87.77358109,41.87725874
COLUMBUS (CHRISTOPHER),-87.77374687,41.87725478
COLUMBUS (CHRISTOPHER),-87.77389986,41.87725553
COLUMBUS (CHRISTOPHER),-87.77407839,41.87725163
COLUMBUS (CHRISTOPHER),-87.77423138,41.87725238
COMMERCIAL CLUB PGD. OF CHICAGO,-87.6744138,41.8966506
COMMERCIAL CLUB PGD. OF CHICAGO,-87.67417808,41.8966537
COMMERCIAL CLUB PGD. OF CHICAGO,-87.67342065,41.89667976
COMMERCIAL CLUB PGD. OF CHICAGO,-87.67387258,41.8965952
COMMERCIAL CLUB PGD. OF CHICAGO,-87.67365156,41.89654136
COOPER (JACK),-87.65518709,41.68066802
COOPER (JACK),-87.65565014,41.67972824
COOPER (JACK),-87.65503119,41.6804786
COOPER (JACK),-87.65503446,41.68100248
COOPER (JACK),-87.65586775,41.68100301
COOPER (JACK),-87.65569231,41.68100417
COOPER (JACK),-87.6556049,41.68069679
CORNELL (PAUL),-87.58508262,41.79601317
CORNELL (PAUL) SQUARE,-87.66994894,41.80227404
CORNELL (PAUL) SQUARE,-87.67023796,41.80226576
CORNELL (PAUL) SQUARE,-87.67116093,41.80275354
CORNELL (PAUL) SQUARE,-87.67031851,41.80257062
CORNELL (PAUL) SQUARE,-87.67145891,41.80173854
CORNELL (PAUL) SQUARE,-87.67073582,41.80229597
CORNELL (PAUL) SQUARE,-87.67008664,41.80276934
CORNELL (PAUL) SQUARE,-87.6701982,41.80193503
CORNELL (PAUL) SQUARE,-87.67006335,41.80180752
CORNELL (PAUL) SQUARE,-87.66991308,41.80156561
CORNELL (PAUL) SQUARE,-87.67024861,41.80155512
CORNELL (PAUL) SQUARE,-87.67007917,41.8015616
COSME (MARGARET),-87.66823968,41.72769842
COSME (MARGARET),-87.66813797,41.7273214
COSME (MARGARET),-87.6679406,41.72668742
COSME (MARGARET),-87.66760484,41.72676185
COSME (MARGARET),-87.66776544,41.72672459
COTTON TAIL,-87.62922046,41.86210876
COTTONWOOD,-87.75256015,41.88346522
CRAGIN,-87.75783938,41.92824976
CRAGIN,-87.75804263,41.92793925
CRAGIN,-87.75757501,41.92846022
CRAGIN,-87.75849083,41.92843998
CRAGIN,-87.75718691,41.92838761
CRAGIN,-87.75825885,41.92835478
CRAGIN,-87.75707998,41.92804902
CRAGIN,-87.75724367,41.92804793
CRAWFORD (PETER),-87.72770823,41.86009336
CRAWFORD (PETER),-87.72781212,41.86006109
CRESCENT,-87.677978,41.69728915
CRESCENT,-87.67739656,41.69706346
CRESCENT,-87.67674605,41.6971969
CRESCENT,-87.67672497,41.69757203
CRESCENT,-87.67690108,41.69757045
CURIE (MARIE),-87.72046468,41.80316944
CURIE (MARIE),-87.72004265,41.80299368
CURIE (MARIE),-87.71929289,41.8033398
CURIE (MARIE),-87.71845779,41.80328948
CURIE (MARIE),-87.71827235,41.80382736
CURIE (MARIE),-87.71953257,41.80379589
CURIE (MARIE),-87.72015153,41.80256774
CURIE (MARIE),-87.71910046,41.80268951
CURIE (MARIE),-87.72020464,41.80331908
DALEY (RICHARD J.),-87.68644576,41.83695467
DAVIS (DR. NATHAN) SQUARE,-87.66806754,41.81359665
DAVIS (DR. NATHAN) SQUARE,-87.66676411,41.81248424
DAVIS (DR. NATHAN) SQUARE,-87.66676534,41.81268446
DAVIS (DR. NATHAN) SQUARE,-87.66668549,41.81236249
DAVIS (DR. NATHAN) SQUARE,-87.66790898,41.81327441
DAVIS (DR. NATHAN) SQUARE,-87.66836875,41.81258499
DAVIS (DR. NATHAN) SQUARE,-87.66682352,41.81312723
DAVIS (DR. NATHAN) SQUARE,-87.66703066,41.81258713
DAVIS (DR. NATHAN) SQUARE,-87.66731139,41.81259617
DAVIS (MARGARET),-87.76217378,41.90181387
DAVIS (MARGARET),-87.762173,41.90196877
DAVIS (DR. NATHAN) SQUARE,-87.66719046,41.81369821
DAVIS (DR. NATHAN) SQUARE,-87.6681645,41.81296146
DAVIS (DR. NATHAN) SQUARE,-87.66722183,41.81317435
DAWES (CHARLES G.),-87.67429672,41.74599825
DAWES (CHARLES G.),-87.6751206,41.74698258
DAWES (CHARLES G.),-87.67752813,41.74678068
DAWES (CHARLES G.),-87.67349682,41.74652603
DAWES (CHARLES G.),-87.67345577,41.74573108
DAWES (CHARLES G.),-87.67500449,41.74547155
DAWES (CHARLES G.),-87.67365858,41.74720062
DAWES (CHARLES G.),-87.67401081,41.74711844
DAWES (CHARLES G.),-87.6750079,41.74651365
DEAN,-87.67068636,41.90671367
DEAN,-87.67049864,41.90677828
DEARBORN (HENRY),-87.62907099,41.87099368
HUMBOLDT (BARON VON),-87.70454923,41.90343372
WARREN (LAURENCE),-87.68867576,42.0022408
WARREN (LAURENCE),-87.68729424,42.00292133
OGDEN (WILLIAM),-87.65498367,41.77392252
JACKSON (ANDREW),-87.57413818,41.78154184
WASHINGTON (HAROLD),-87.58265863,41.8021749
DEBOW (RUSSELL),-87.59655625,41.74974926
DEGEORGE (BERNICE),-87.74949259,41.91111019
DEJULIO (ANTHONY),-87.75365206,41.99084386
D'ELIA (AILEEN),-87.66336608,41.99754917
DICKINSON (ARTHUR),-87.75174038,41.95544156
DICKINSON (ARTHUR),-87.75195719,41.95542363
DIXON (LORRAINE),-87.60184102,41.73268028
DOBSON,-87.59895976,41.75781577
DOGWOOD,-87.69495164,41.8713205
DOGWOOD,-87.69491157,41.87121209
DONOVAN (GEORGE),-87.64791636,41.82781599
DONOVAN (GEORGE),-87.64853911,41.82810708
DONOVAN (GEORGE),-87.64795139,41.82841205
DONOVAN (GEORGE),-87.64792801,41.82827572
DONOVAN (GEORGE),-87.64890385,41.82835583
DONOVAN (GEORGE),-87.64821224,41.82781775
DONOVAN (GEORGE),-87.64792072,41.82798935
DOOLEY (THOMAS),-87.70775039,41.7537377
DOOLEY (THOMAS),-87.70809619,41.75353728
DOUGHERTY (DANIEL),-87.56284854,41.72564355
DOUGHERTY (DANIEL),-87.56283193,41.72475685
DOUGLAS (STEPHEN),-87.69715202,41.85901064
DOUGLAS (STEPHEN),-87.69603603,41.85651197
DOUGLAS (STEPHEN),-87.69822721,41.86322844
DOUGLAS (STEPHEN),-87.69918896,41.85795727
DOUGLAS (STEPHEN),-87.69835499,41.85728136
DOUGLAS (STEPHEN),-87.69788546,41.85839284
DOUGLAS (STEPHEN),-87.70209875,41.85737341
DOUGLAS (STEPHEN),-87.69983535,41.86238926
DOUGLAS (STEPHEN),-87.69970127,41.8624112
DOUGLAS (STEPHEN),-87.69994527,41.85911238
DOUGLAS (STEPHEN),-87.70033278,41.86199882
DOUGLAS (STEPHEN),-87.69994148,41.86227097
DOUGLAS (STEPHEN),-87.7006114,41.85766675
DOUGLAS (STEPHEN),-87.6991651,41.86213103
DOUGLAS (STEPHEN),-87.6999972,41.86279555
DOUGLAS (STEPHEN),-87.69603094,41.85702465
DOUGLAS (STEPHEN),-87.70223519,41.85619339
DOUGLAS (STEPHEN),-87.69631862,41.86224726
DOUGLAS (STEPHEN),-87.70245569,41.86173797
DOUGLAS (STEPHEN),-87.69988559,41.866191
DOUGLAS (STEPHEN),-87.69618978,41.85675648
DOUGLAS (STEPHEN),-87.70199655,41.85629361
DOUGLAS (STEPHEN),-87.70236312,41.86148365
DOUGLAS (STEPHEN),-87.69984894,41.85683257
DOUGLAS (STEPHEN),-87.69723415,41.86031571
DOUGLAS (STEPHEN),-87.6970575,41.86032489
DOUGLAS (STEPHEN),-87.69688086,41.86033406
LINCOLN (ABRAHAM),-87.62500042,41.91130734
LINCOLN (ABRAHAM),-87.63256246,41.9172383
LINCOLN (ABRAHAM),-87.63748241,41.92851667
MARQUETTE (JACQUES),-87.69942397,41.76490483
MARQUETTE (JACQUES),-87.69845102,41.76491032
MARQUETTE (JACQUES),-87.70188307,41.77075638
MARQUETTE (JACQUES),-87.70162894,41.77075498
MARQUETTE (JACQUES),-87.70422041,41.77022874
MARQUETTE (JACQUES),-87.70178108,41.76475653
MARQUETTE (JACQUES),-87.70472492,41.76485747
MARQUETTE (JACQUES),-87.71201288,41.76960338
MARQUETTE (JACQUES),-87.70678896,41.76516554
MARQUETTE (JACQUES),-87.69422914,41.76677111
MARQUETTE (JACQUES),-87.69424588,41.76793717
MARQUETTE (JACQUES),-87.69517714,41.76826034
MARQUETTE (JACQUES),-87.6946859,41.76925398
MARQUETTE (JACQUES),-87.69875108,41.77052727
MARQUETTE (JACQUES),-87.70056337,41.76477103
MARQUETTE (JACQUES),-87.70387695,41.76470443
MARQUETTE (JACQUES),-87.70934218,41.76467065
MARQUETTE (JACQUES),-87.7005065,41.77055815
MARQUETTE (JACQUES),-87.70467135,41.77079721
MARQUETTE (JACQUES),-87.69891192,41.76868257
MARQUETTE (JACQUES),-87.70387514,41.77068265
MARQUETTE (JACQUES),-87.70729593,41.76476648
MARQUETTE (JACQUES),-87.69536289,41.76755626
MARQUETTE (JACQUES),-87.69423569,41.76860554
MARQUETTE (JACQUES),-87.69505895,41.7650546
MARQUETTE (JACQUES),-87.70929497,41.77093277
MARQUETTE (JACQUES),-87.70879392,41.77093548
MARQUETTE (JACQUES),-87.71087397,41.77058801
MARQUETTE (JACQUES),-87.7108564,41.77090319
MARQUETTE (JACQUES),-87.7106894,41.77090229
MARQUETTE (JACQUES),-87.71103792,41.77090418
MARQUETTE (JACQUES),-87.71050783,41.77090674
MARQUETTE (JACQUES),-87.71033352,41.77091123
MARQUETTE (JACQUES),-87.7103221,41.77059046
MARQUETTE (JACQUES),-87.71051088,41.77059148
MARQUETTE (JACQUES),-87.71067793,41.77058695
MARQUETTE (JACQUES),-87.71104112,41.77057261
MARQUETTE (JACQUES),-87.69431418,41.77030685
MARQUETTE (JACQUES),-87.69413267,41.77030584
MARQUETTE (JACQUES),-87.69396562,41.77031034
MARQUETTE (JACQUES),-87.69394702,41.76998953
MARQUETTE (jACQUES),-87.6941359,41.76997971
MARQUETTE (JACQUES),-87.69430295,41.7699752
MARQUETTE (JACQUES),-87.7001713,41.77056758
MARSHFIELD,-87.66475285,41.73543589
MARSHFIELD,-87.6645108,41.73551769
MARSHFIELD,-87.66446708,41.73536415
MARTIN (JOHNNY),-87.65266933,41.93921493
MASON (ELIZABETH),-87.72847312,41.8843407
MASON (ELIZABETH),-87.72860635,41.88377684
MATANKY (EUGENE),-87.68052475,42.00742796
MATHER (STEPHEN TYNG),-87.70055366,41.98937699
MATHER (STEPHEN TYNG),-87.69968715,41.98896605
MATHER (STEPHEN TYNG),-87.69967848,41.98880967
MATHER (STEPHEN TYNG),-87.70136099,41.98941512
MATHER (STEPHEN TYNG),-87.70198115,41.99018147
MATHER (STEPHEN TYNG),-87.70008658,41.98888818
MATHER (STEPHEN TYNG),-87.70011245,41.98988735
MATHER (STEPHEN TYNG),-87.70093394,41.99002914
MATHER (STEPHEN TYNG),-87.70178945,41.98983176
MATHER (STEPHEN TYNG),-87.70270227,41.98952411
MATHER (STEPHEN TYNG),-87.70172263,41.98883619
MATHER (STEPHEN TYNG),-87.702584,41.99011448
MATHER (STEPHEN TYNG),-87.70223635,41.99012401
MATHER (STEPHEN TYNG),-87.70274758,41.99011157
MATHER (STEPHEN TYNG),-87.70240504,41.99012113
MATHER (STEPHEN TYNG),-87.69966001,41.98964081
MATHER (STEPHEN TYNG),-87.69965308,41.98930904
MAYFAIR,-87.74173824,41.96286051
MAYFAIR,-87.74244659,41.96354787
MAYFAIR,-87.74156453,41.96328399
LINCOLN (ABRAHAM),-87.63898698,41.94300235
LINCOLN (ABRAHAM),-87.64030672,41.94518637
WALSH (JOHN),-87.66848713,41.91416901
WALSH (JOHN),-87.66866996,41.91389534
WANG (CHI CHE),-87.67287583,41.93324277
WARD (A. MONTGOMERY),-87.64312434,41.89428702
WARD (A. MONTGOMERY),-87.64233645,41.89373704
WARREN (LAURENCE),-87.68928822,42.00349523
WARREN (LAURENCE),-87.68818613,42.00149989
WARREN (LAURENCE),-87.68824428,42.00353261
WARREN (LAURENCE),-87.68793368,42.00353395
WARREN (LAURENCE),-87.68795775,42.00139478
WARREN (LAURENCE),-87.68861062,42.00422997
WARREN (LAURENCE),-87.68692968,42.00106767
WARREN (LAURENCE),-87.68892097,42.00222255
WARREN (LAURENCE),-87.68767953,42.00204838
WARREN (LAURENCE),-87.68628891,42.00062311
WARREN (LAURENCE),-87.68945764,42.0038806
WARREN (LAURENCE),-87.68787544,42.00400868
WARREN (LAURENCE),-87.68888049,42.0004011
WARREN (LAURENCE),-87.68924779,42.00463012
WARREN (LAURENCE),-87.68155842,42.00454656
WARREN (LAURENCE),-87.6864337,42.00209015
WARREN (LAURENCE),-87.68750934,42.00152327
WARREN (LAURENCE),-87.68796653,42.00052536
WARREN (LAURENCE),-87.68937339,42.00079923
WARREN (LAURENCE),-87.6891911,42.00080747
WARREN (LAURENCE),-87.68901716,42.00080959
WARREN (LAURENCE),-87.68883497,42.00080856
WARREN (LAURENCE),-87.68866513,42.00081379
WARREN (LAURENCE),-87.68848708,42.00081279
WASHINGTON (DINAH),-87.57665277,41.74554785
WASHINGTON (GEORGE),-87.61547565,41.78631278
WASHINGTON (GEORGE),-87.61546105,41.78662802
WASHINGTON (GEORGE),-87.61549051,41.78696842
WASHINGTON (GEORGE),-87.6154979,41.78730039
WASHINGTON (GEORGE),-87.61558038,41.79084002
WASHINGTON (GEORGE),-87.61558619,41.79131305
WASHINGTON (GEORGE),-87.61558276,41.79162006
WASHINGTON (GEORGE),-87.61561251,41.79193557
WASHINGTON (GEORGE),-87.61562008,41.79225094
WASHINGTON (GEORGE),-87.61558389,41.79052472
WASHINGTON (GEORGE),-87.61070262,41.79793077
WASHINGTON (GEORGE),-87.61149384,41.79790236
WASHINGTON (GEORGE),-87.60984598,41.79793826
WASHINGTON (GEORGE),-87.61533251,41.79335591
WASHINGTON (GEORGE),-87.61507075,41.79354856
WASHINGTON (GEORGE),-87.60841063,41.79538382
WASHINGTON (GEORGE),-87.60839553,41.79574054
WASHINGTON (GEORGE),-87.60844049,41.79667021
WASHINGTON (GEORGE),-87.60845893,41.79700224
WASHINGTON (GEORGE),-87.60880376,41.79789231
WASHINGTON (GEORGE),-87.60887726,41.79825789
WASHINGTON (GEORGE),-87.60902167,41.79922137
WASHINGTON (GEORGE),-87.61017777,41.79995888
WASHINGTON (GEORGE),-87.61106022,41.79939187
WASHINGTON (GEORGE),-87.61103115,41.79901827
WASHINGTON (GEORGE),-87.61155223,41.79902985
WASHINGTON (GEORGE),-87.61253342,41.79855472
WASHINGTON (GEORGE),-87.61261495,41.79820672
WASHINGTON (GEORGE),-87.61464011,41.79262652
WASHINGTON (GEORGE),-87.61207228,41.78627487
WASHINGTON (GEORGE),-87.61547606,41.7991955
WASHINGTON (GEORGE),-87.6066561,41.79560508
WASHINGTON (GEORGE),-87.61299314,41.79711375
WASHINGTON (GEORGE),-87.61311092,41.7945172
WASHINGTON (GEORGE),-87.60973805,41.79468686
WASHINGTON (GEORGE),-87.61139583,41.79419111
WASHINGTON (GEORGE),-87.61551405,41.78783986
WASHINGTON (GEORGE),-87.61552181,41.78813864
WASHINGTON (GEORGE),-87.61551885,41.78840416
WASHINGTON (GEORGE),-87.61551552,41.78870287
WASHINGTON (GEORGE),-87.61552308,41.78901824
WASHINGTON (GEORGE),-87.61555033,41.78955779
DOUGLAS (STEPHEN),-87.70175541,41.85733801
DREXEL (FRANCIS),-87.67323916,41.76738194
DUNBAR (PAUL LAURENCE),-87.6193376,41.84040235
DUNBAR (PAUL LAURENCE),-87.61958837,41.84039387
DUNBAR (PAUL LAURENCE),-87.62084534,41.83970788
DUNBAR (PAUL LAURENCE),-87.62011482,41.84096768
DUNBAR (PAUL LAURENCE),-87.61995088,41.83912953
DUNBAR (PAUL LAURENCE),-87.62158819,41.84029811
DUNBAR (PAUL LAURENCE),-87.62126161,41.84180914
DUNBAR (PAUL LAURENCE),-87.62114526,41.83861683
DUNBAR (PAUL LAURENCE),-87.62153806,41.83911573
DUNBAR (PAUL LAURENCE),-87.6199947,41.84030714
DUNBAR (PAUL LAURENCE),-87.62147545,41.84134236
DUNBAR (PAUL LAURENCE),-87.62128306,41.84101492
DUNBAR (PAUL LAURENCE),-87.62147912,41.84101141
DUNBAR (PAUL LAURENCE),-87.62164616,41.84134342
DUNBAR (PAUL LAURENCE),-87.62129842,41.84134127
DUNBAR (PAUL LAURENCE),-87.62163091,41.84100762
DUNBAR (PAUL LAURENCE),-87.6201106,41.84125824
DUNHAM (ROBERT),-87.78266965,41.96585035
DUNHAM (ROBERT),-87.78270269,41.96594655
DUNHAM (ROBERT),-87.78586475,41.96614144
DUNHAM (ROBERT),-87.78491803,41.96629657
DUNHAM (ROBERT),-87.78386878,41.9663379
DUNHAM (ROBERT),-87.78350121,41.96574904
DUNHAM (ROBERT),-87.78433141,41.96550066
DUNHAM (ROBERT),-87.78243391,41.96628467
DUNHAM (ROBERT),-87.78279206,41.96636364
DUNHAM (ROBERT),-87.78584301,41.96545638
DUNHAM (ROBERT),-87.78647695,41.96545079
DUNHAM (ROBERT),-87.78647413,41.96578024
DURKIN (MARTIN),-87.7272216,41.73930037
DURKIN (MARTIN),-87.72860567,41.73879519
DURKIN (MARTIN),-87.7276552,41.73979249
DURKIN (MARTIN),-87.72669986,41.7397985
DURKIN (MARTIN),-87.72667268,41.73876795
DURKIN (MARTIN),-87.72853068,41.74004296
DURKIN (MARTIN),-87.72807389,41.73998255
DURKIN (MARTIN),-87.72867706,41.73977301
DURKIN (MARTIN),-87.7281299,41.73873143
DURSO (JOHN),-87.6395683,41.8978688
DURSO (JOHN),-87.63955694,41.89770901
DURSO (JOHN),-87.63964125,41.89858636
DVORAK (ANTON),-87.65437145,41.85500447
DVORAK (ANTON),-87.6542604,41.85309583
DVORAK (ANTON),-87.65378884,41.85449546
DVORAK (ANTON),-87.65394342,41.85497379
